Student_ID,Attendance,Internal_Marks,Previous_CGPA,Assignment_Score,Assignment_Submission,Study_Hours,Backlogs,Sleep_Hours,Previous_Failures,Risk_Category,Risk_Label
STU0607,51.5,62.2,4.54,62.1,72.7,2.0,1,7.9,2,1,Medium Risk
STU0608,64.3,59.3,8.39,40.8,80.8,4.2,3,8.4,0,1,Medium Risk
STU0609,37.4,72.7,8.97,61.6,95.0,3.3,2,6.8,0,0,Low Risk
STU0610,72.3,6.0,7.2,50.7,97.8,5.1,0,9.2,0,1,Medium Risk
STU0611,74.0,40.9,7.26,82.0,72.0,1.2,2,8.8,0,1,Medium Risk
STU0612,32.4,55.1,7.21,79.8,95.0,1.2,1,5.0,1,1,Medium Risk
STU0613,60.5,56.8,9.04,36.9,96.4,4.4,2,6.4,0,1,Medium Risk
STU0614,84.0,71.4,6.29,43.5,40.4,0.4,4,4.3,0,1,Medium Risk
STU0615,52.8,67.0,6.46,67.5,87.4,3.7,5,6.8,1,1,Medium Risk
STU0616,78.3,33.0,8.09,61.3,60.2,0.8,0,8.0,2,1,Medium Risk
STU0617,69.2,51.3,7.96,88.9,88.9,4.4,1,5.3,0,1,Medium Risk
STU0618,90.7,48.1,8.91,81.2,66.1,0.9,0,5.1,0,0,Low Risk
STU0619,79.3,70.4,7.38,86.3,50.3,1.7,1,5.1,0,1,Medium Risk
STU0620,78.2,74.2,9.12,37.6,57.7,0.9,0,6.0,0,1,Medium Risk
STU0621,83.1,36.2,4.01,60.0,81.8,2.5,0,6.7,1,1,Medium Risk
STU0622,74.3,68.2,4.52,41.3,69.1,2.1,0,6.3,2,1,Medium Risk
STU0623,65.7,78.8,2.22,89.7,67.2,3.4,1,9.8,0,1,Medium Risk
STU0624,45.6,37.8,8.27,78.9,72.5,5.0,4,3.9,0,1,Medium Risk
STU0625,81.6,43.1,5.35,52.1,82.1,3.5,1,6.7,2,1,Medium Risk
STU0626,85.6,81.5,5.65,47.0,75.3,4.1,1,4.0,0,0,Low Risk
STU0627,88.2,54.6,8.69,42.5,99.6,3.0,0,8.9,1,0,Low Risk
STU0628,59.8,87.9,8.76,98.5,62.1,4.1,3,7.3,0,1,Medium Risk
STU0629,63.8,49.0,9.02,74.2,93.7,4.3,2,4.4,0,1,Medium Risk
STU0630,83.1,69.0,8.42,61.2,96.0,2.8,1,7.0,0,0,Low Risk
STU0631,90.5,70.7,4.59,41.8,95.2,3.9,0,7.4,0,1,Medium Risk
STU0632,100.0,43.8,8.28,48.5,81.6,1.9,0,5.9,0,1,Medium Risk
STU0633,68.2,10.4,7.83,47.3,86.1,4.1,1,11.1,0,1,Medium Risk
STU0634,100.0,65.1,8.46,79.3,58.1,2.3,3,7.2,0,0,Low Risk
STU0635,68.7,85.0,6.31,68.7,96.0,2.0,0,5.2,1,0,Low Risk
STU0636,55.9,82.4,5.44,46.4,52.5,3.4,0,5.3,0,1,Medium Risk
STU0637,59.5,53.3,6.22,35.5,58.0,3.1,1,8.7,2,2,High Risk
STU0638,53.3,27.6,7.14,53.1,70.5,2.2,1,9.9,0,1,Medium Risk
STU0639,79.8,60.6,8.87,84.2,70.3,1.5,2,4.1,0,0,Low Risk
STU0640,90.3,63.4,4.21,84.5,89.2,2.5,0,7.2,0,1,Medium Risk
STU0641,87.2,53.7,4.6,76.4,55.3,2.4,0,8.1,4,2,High Risk
STU0642,92.0,52.0,5.03,73.9,99.9,4.1,2,4.9,1,0,Low Risk
STU0643,34.4,63.0,7.57,48.0,91.6,3.1,3,7.8,0,1,Medium Risk
STU0644,73.4,18.9,7.43,70.9,95.7,5.1,1,7.3,0,1,Medium Risk
STU0645,76.7,75.6,6.3,28.6,73.7,4.8,0,8.3,0,1,Medium Risk
STU0646,81.2,76.8,7.16,77.8,91.3,4.0,1,8.0,0,0,Low Risk
STU0647,89.5,79.4,5.84,56.8,49.6,2.4,0,7.5,4,1,Medium Risk
STU0648,96.8,84.3,6.97,83.1,96.2,1.6,1,9.1,0,0,Low Risk
STU0649,77.9,59.7,7.9,42.3,91.4,3.9,0,7.9,3,1,Medium Risk
STU0650,64.8,91.6,8.78,71.9,64.5,4.3,0,5.5,1,1,Medium Risk
STU0651,85.8,60.4,7.52,50.9,90.4,1.6,0,7.4,0,1,Medium Risk
STU0652,47.7,73.4,4.97,70.5,44.9,2.6,0,8.2,0,1,Medium Risk
STU0653,46.2,64.9,5.9,49.6,26.5,5.3,1,8.2,0,1,Medium Risk
STU0654,46.7,79.1,5.23,90.9,89.6,3.9,2,7.0,0,1,Medium Risk
STU0655,43.5,85.4,6.96,78.4,91.7,2.3,0,6.6,0,1,Medium Risk
STU0656,50.3,40.4,6.26,59.0,89.5,4.1,1,7.6,0,1,Medium Risk
STU0657,76.3,84.0,8.2,85.4,53.8,0.2,0,5.6,0,0,Low Risk
STU0658,100.0,87.9,8.52,48.2,58.0,0.0,2,7.2,0,0,Low Risk
STU0659,51.1,70.7,5.85,69.6,91.1,2.1,2,5.7,4,1,Medium Risk
STU0660,55.9,91.3,7.78,43.1,100.0,5.1,0,6.0,4,2,High Risk
STU0661,27.8,54.4,6.11,51.9,91.6,4.8,1,7.0,0,1,Medium Risk
STU0662,50.5,21.1,6.01,30.4,91.1,3.5,1,7.4,1,2,High Risk
STU0663,28.9,62.1,7.43,45.8,67.5,4.8,0,6.6,1,1,Medium Risk
STU0664,75.4,72.8,5.93,79.2,51.4,2.6,2,8.9,4,1,Medium Risk
STU0665,100.0,72.5,8.89,27.3,92.3,6.2,0,7.7,0,0,Low Risk
STU0666,44.5,86.1,7.87,37.1,82.1,4.9,0,7.0,0,1,Medium Risk
STU0667,86.7,36.2,6.32,57.4,100.0,2.3,3,7.7,0,0,Low Risk
STU0668,67.4,55.2,5.13,53.2,88.0,0.4,0,6.2,0,1,Medium Risk
STU0669,65.4,55.7,4.9,59.0,76.4,5.1,0,4.6,1,1,Medium Risk
STU0670,96.2,67.4,8.89,57.9,58.1,4.4,2,9.7,2,1,Medium Risk
STU0671,85.4,54.9,3.63,82.7,82.0,1.1,0,6.0,0,1,Medium Risk
STU0672,46.1,78.7,6.89,85.8,21.9,4.0,1,8.4,0,1,Medium Risk
STU0673,24.3,88.9,7.81,40.9,91.6,4.3,0,4.2,2,1,Medium Risk
STU0674,85.1,70.5,5.61,69.8,40.2,1.8,0,6.9,4,1,Medium Risk
STU0675,48.2,83.1,5.63,40.0,85.1,5.4,1,9.8,0,1,Medium Risk
STU0676,62.5,86.9,8.81,55.7,69.9,2.8,0,10.1,1,1,Medium Risk
STU0677,41.2,32.3,8.87,94.3,39.1,2.8,2,9.4,0,2,High Risk
STU0678,27.1,43.6,5.47,79.3,75.5,4.1,0,7.6,0,1,Medium Risk
STU0679,68.8,25.5,8.5,36.5,66.1,4.9,0,5.4,3,1,Medium Risk
STU0680,83.7,53.9,7.42,71.2,99.8,3.7,1,8.9,0,1,Medium Risk
STU0681,89.7,37.6,7.0,93.6,57.1,0.8,0,6.5,0,0,Low Risk
STU0682,72.1,34.4,7.79,78.8,88.6,2.8,1,7.1,0,1,Medium Risk
STU0683,100.0,45.7,6.31,50.5,19.2,3.5,2,8.2,4,1,Medium Risk
STU0684,71.8,58.9,9.37,33.5,83.9,2.7,4,8.7,4,1,Medium Risk
STU0685,37.9,70.8,4.64,76.5,88.1,1.8,1,7.6,1,1,Medium Risk
STU0686,81.5,81.8,5.23,53.6,85.0,4.8,0,7.8,2,1,Medium Risk
STU0687,75.6,80.6,8.49,54.7,72.5,1.1,1,5.6,1,1,Medium Risk
STU0688,55.2,82.4,4.9,44.2,66.1,0.0,1,5.6,0,1,Medium Risk
STU0689,95.2,66.3,8.88,70.2,90.4,5.1,2,6.9,0,0,Low Risk
STU0690,84.1,44.7,8.72,78.2,100.0,2.3,1,7.5,0,0,Low Risk
STU0691,86.6,73.6,5.79,55.2,84.8,2.8,1,5.0,0,0,Low Risk
STU0692,89.2,35.6,5.84,72.0,34.2,3.8,0,8.2,1,1,Medium Risk
STU0693,77.3,76.6,7.16,44.9,89.9,4.1,0,10.5,2,0,Low Risk
STU0694,87.0,49.5,9.21,48.8,88.5,2.4,0,5.6,0,0,Low Risk
STU0695,22.4,76.0,3.82,75.1,71.3,2.3,0,5.8,0,1,Medium Risk
STU0696,20.1,39.4,4.85,90.6,44.0,2.7,4,6.3,0,2,High Risk
STU0697,46.7,64.5,9.08,48.6,13.7,1.0,1,4.2,0,1,Medium Risk
STU0698,39.9,49.5,1.32,53.5,78.9,2.8,1,6.5,1,2,High Risk
STU0699,75.7,44.4,4.2,33.3,93.1,2.1,1,7.3,3,2,High Risk
STU0700,61.7,68.0,7.45,63.9,93.1,3.2,0,5.7,0,0,Low Risk
STU0701,65.9,51.6,7.86,80.3,91.4,4.5,1,6.7,0,1,Medium Risk
STU0702,86.1,81.1,7.75,72.5,92.8,1.2,1,6.5,1,0,Low Risk
STU0703,49.2,52.3,2.25,36.8,95.9,2.5,0,7.5,1,1,Medium Risk
STU0704,54.4,74.9,5.73,86.8,41.0,3.0,0,4.0,0,1,Medium Risk
STU0705,86.7,43.4,2.68,59.8,93.2,4.4,1,5.1,2,1,Medium Risk
STU0706,61.9,74.1,6.9,87.5,81.4,0.4,0,5.8,1,0,Low Risk
STU0707,79.3,81.8,8.58,79.2,52.2,4.7,1,6.9,0,0,Low Risk
STU0708,89.9,65.1,8.6,70.3,24.7,5.2,2,7.2,1,1,Medium Risk
STU0709,35.3,84.8,6.27,46.4,87.6,2.1,0,6.6,0,1,Medium Risk
STU0710,91.6,52.5,5.76,36.0,84.0,0.0,4,7.8,0,1,Medium Risk
STU0711,71.6,69.4,7.75,72.9,49.2,1.5,1,6.0,1,1,Medium Risk
STU0712,58.7,49.2,8.16,27.5,100.0,0.8,3,5.5,0,1,Medium Risk
STU0713,90.0,68.5,8.43,41.4,56.6,2.3,2,7.3,0,1,Medium Risk
STU0714,59.7,73.1,7.02,84.0,89.5,5.4,2,6.0,1,1,Medium Risk
STU0715,80.9,28.1,6.72,52.7,53.2,0.0,2,7.0,0,2,High Risk
STU0716,92.4,56.6,7.69,54.4,43.1,0.9,3,9.3,0,1,Medium Risk
STU0717,93.0,86.7,6.62,35.5,80.0,2.2,0,8.2,1,1,Medium Risk
STU0718,84.9,60.5,6.58,83.2,81.2,1.6,4,4.5,0,1,Medium Risk
STU0719,64.2,90.6,7.97,82.6,65.3,2.3,0,9.2,1,1,Medium Risk
STU0720,91.3,72.7,8.03,51.5,93.7,4.3,0,4.6,0,0,Low Risk
STU0721,100.0,53.5,7.68,40.7,21.7,2.8,1,7.5,0,1,Medium Risk
STU0722,70.9,73.1,7.19,59.2,100.0,1.2,0,8.5,0,0,Low Risk
STU0723,65.1,76.9,8.98,23.3,96.7,3.6,0,5.3,0,1,Medium Risk
STU0724,39.4,53.0,8.42,56.7,97.7,4.5,0,4.6,0,1,Medium Risk
STU0725,42.6,43.7,5.71,40.1,81.3,2.9,0,9.4,0,1,Medium Risk
STU0726,85.2,77.5,8.6,52.6,100.0,5.4,0,6.8,1,1,Medium Risk
STU0727,78.0,76.5,6.76,85.5,9.4,3.0,1,7.0,1,1,Medium Risk
STU0728,88.8,75.2,6.24,31.7,50.0,0.9,1,6.8,0,1,Medium Risk
STU0729,60.7,64.7,8.51,23.7,99.1,0.6,0,9.1,0,1,Medium Risk
STU0730,64.9,58.5,10.0,73.2,77.6,2.8,4,7.8,0,1,Medium Risk
STU0731,78.9,60.9,4.72,45.0,55.5,4.7,0,7.7,1,1,Medium Risk
STU0732,69.1,69.2,7.0,45.0,93.1,1.6,1,10.1,0,0,Low Risk
STU0733,67.7,75.7,4.75,53.2,99.7,1.5,0,5.2,0,1,Medium Risk
STU0734,56.7,78.0,7.83,26.4,76.3,3.2,1,7.4,1,1,Medium Risk
STU0735,77.6,55.8,6.93,85.8,95.2,4.4,1,5.6,0,1,Medium Risk
STU0736,100.0,62.0,7.76,68.6,50.4,4.0,0,3.9,0,1,Medium Risk
STU0737,27.9,69.0,3.69,72.4,66.3,3.6,5,6.0,0,2,High Risk
STU0738,73.2,71.7,6.18,90.0,59.1,4.2,0,9.7,1,1,Medium Risk
STU0739,83.9,37.5,5.89,74.0,33.0,3.7,1,7.8,0,1,Medium Risk
STU0740,99.1,64.4,8.58,57.3,87.7,2.6,0,7.9,0,0,Low Risk
STU0741,40.4,62.7,7.01,80.2,91.1,4.6,1,6.7,0,1,Medium Risk
STU0742,69.7,82.0,7.42,45.9,84.4,3.7,5,7.4,0,0,Low Risk
STU0743,72.8,41.6,5.91,50.3,88.6,3.2,0,6.2,0,1,Medium Risk
STU0744,61.2,60.6,7.83,92.2,36.9,2.6,0,8.1,0,0,Low Risk
STU0745,75.0,83.5,6.09,87.6,96.6,2.0,1,7.5,0,1,Medium Risk
STU0746,74.8,41.2,8.64,90.8,92.3,1.7,1,10.2,0,1,Medium Risk
STU0747,90.0,49.5,4.62,64.8,88.2,4.3,2,7.3,1,0,Low Risk
STU0748,70.1,94.2,8.16,45.6,44.4,2.9,0,6.1,0,1,Medium Risk
STU0749,82.8,30.1,9.68,0.0,86.9,5.5,1,6.2,0,2,High Risk
STU0750,65.3,44.6,7.7,41.9,71.0,1.4,0,5.1,1,1,Medium Risk
STU0751,76.2,68.1,3.54,49.2,59.9,3.7,0,9.1,1,1,Medium Risk
STU0752,63.0,89.6,7.37,75.4,15.2,2.9,1,5.7,1,0,Low Risk
STU0753,56.6,18.5,7.51,76.0,42.6,3.8,0,7.3,0,1,Medium Risk
STU0754,58.8,57.2,4.12,56.8,82.5,5.0,2,7.1,0,1,Medium Risk
STU0755,64.6,42.0,4.92,78.4,76.6,2.5,0,3.7,1,1,Medium Risk
STU0756,44.7,70.6,3.18,38.8,37.3,2.6,0,8.4,0,1,Medium Risk
STU0757,74.4,78.8,6.46,78.1,81.4,4.0,2,7.3,1,0,Low Risk
STU0758,37.1,59.3,8.75,72.9,85.4,2.8,2,7.2,0,1,Medium Risk
STU0759,53.7,46.3,6.31,45.5,93.0,4.9,1,7.1,1,1,Medium Risk
STU0760,69.4,81.9,4.7,65.3,93.6,0.9,0,10.1,1,1,Medium Risk
STU0761,91.9,76.2,4.39,72.5,89.4,2.9,1,9.9,0,0,Low Risk
STU0762,64.6,78.7,5.01,26.1,88.3,1.4,1,5.9,2,1,Medium Risk
STU0763,65.3,49.5,6.87,79.2,100.0,0.6,2,6.5,0,1,Medium Risk
STU0764,80.3,38.4,7.65,49.0,75.1,4.1,2,7.0,0,1,Medium Risk
STU0765,59.1,42.0,4.39,61.0,82.1,3.8,2,5.6,0,1,Medium Risk
STU0766,56.3,59.9,7.12,56.5,34.2,4.8,5,7.7,3,2,High Risk
STU0767,91.0,45.5,8.91,76.3,81.0,1.7,4,8.4,0,1,Medium Risk
STU0768,59.0,51.0,4.28,40.2,89.1,3.7,4,5.8,0,1,Medium Risk
STU0769,61.3,17.1,5.21,99.4,84.5,4.7,1,6.5,0,1,Medium Risk
STU0770,65.5,65.1,7.32,82.1,33.2,2.8,0,10.3,1,1,Medium Risk
STU0771,83.6,67.3,8.22,79.9,58.4,0.2,1,6.5,0,0,Low Risk
STU0772,58.2,52.6,8.2,51.2,38.5,1.7,0,7.3,0,1,Medium Risk
STU0773,60.6,80.1,6.23,80.3,58.0,3.5,2,7.5,0,1,Medium Risk
STU0774,91.2,46.8,7.59,61.3,74.7,5.4,2,6.5,0,1,Medium Risk
STU0775,84.1,50.9,5.83,59.6,85.1,5.6,0,8.4,0,1,Medium Risk
STU0776,70.5,46.8,8.4,84.0,93.0,5.0,0,6.5,2,1,Medium Risk
STU0777,84.4,74.4,8.3,38.1,67.0,2.8,1,8.0,1,1,Medium Risk
STU0778,89.5,82.3,5.68,76.4,89.3,0.0,0,6.3,0,0,Low Risk
STU0779,80.0,46.2,5.0,59.7,76.6,2.9,1,5.2,0,1,Medium Risk
STU0780,55.6,37.9,3.15,80.7,90.1,1.0,0,7.1,0,1,Medium Risk
STU0781,34.2,61.2,7.63,92.3,83.9,0.8,0,8.7,0,1,Medium Risk
STU0782,29.0,66.5,6.46,80.1,67.9,1.1,1,7.1,0,1,Medium Risk
STU0783,72.0,64.6,6.69,74.4,39.0,4.1,2,8.3,1,1,Medium Risk
STU0784,78.6,57.4,6.09,37.1,63.7,1.6,0,5.3,1,1,Medium Risk
STU0785,45.9,29.7,9.34,66.7,100.0,3.7,1,6.4,0,1,Medium Risk
STU0786,58.2,18.6,8.52,77.4,41.8,4.9,3,6.6,4,2,High Risk
STU0787,50.7,26.1,9.88,80.5,26.6,0.9,0,4.5,0,1,Medium Risk
STU0788,91.6,75.9,4.11,48.7,90.3,0.9,2,7.5,0,1,Medium Risk
STU0789,66.9,78.7,6.65,85.3,64.0,4.3,2,8.8,0,1,Medium Risk
STU0790,64.7,5.1,5.73,47.4,71.3,1.8,1,6.8,0,2,High Risk
STU0791,20.8,73.5,7.43,70.2,50.4,0.3,0,8.4,2,1,Medium Risk
STU0792,88.3,73.0,5.41,75.8,88.3,3.7,0,7.9,0,0,Low Risk
STU0793,32.6,67.3,6.29,69.9,35.7,4.4,2,7.0,1,2,High Risk
STU0794,44.8,63.5,3.32,82.2,93.2,2.2,0,6.1,1,1,Medium Risk
STU0795,68.3,78.3,7.93,71.9,89.7,2.6,0,7.4,0,1,Medium Risk
STU0796,61.6,42.7,8.38,83.5,73.2,0.9,0,8.8,0,1,Medium Risk
STU0797,72.0,72.4,3.83,68.0,93.9,5.0,0,6.7,0,1,Medium Risk
STU0798,92.8,57.1,4.31,27.6,29.1,3.8,2,8.3,0,1,Medium Risk
STU0799,80.8,54.8,5.55,58.2,95.2,4.4,0,8.2,0,1,Medium Risk
STU0800,78.3,6.8,6.28,52.2,40.4,4.1,0,9.9,0,2,High Risk
STU0801,91.6,81.7,6.44,61.3,24.4,0.0,1,7.6,0,1,Medium Risk
STU0802,81.2,39.8,6.16,71.8,42.0,3.9,2,8.9,0,1,Medium Risk
STU0803,79.2,49.9,7.06,44.9,61.0,0.6,0,7.9,0,0,Low Risk
STU0804,65.2,80.0,7.94,39.1,96.4,3.7,0,8.7,3,1,Medium Risk
STU0805,75.5,55.9,5.87,81.4,49.4,0.9,0,6.4,1,1,Medium Risk
STU0806,58.0,89.5,7.88,73.6,92.9,4.1,1,5.7,0,0,Low Risk
STU0807,91.0,53.0,5.83,90.7,81.9,0.6,0,9.1,0,0,Low Risk
STU0808,52.5,77.9,7.57,41.8,65.6,2.5,2,8.7,0,1,Medium Risk
STU0809,96.5,84.6,4.03,42.1,70.9,1.8,4,5.2,0,1,Medium Risk
STU0810,63.8,32.1,8.07,70.6,80.2,4.0,0,6.7,0,1,Medium Risk
STU0811,89.9,74.1,6.79,80.2,94.1,4.1,5,7.4,4,1,Medium Risk
STU0812,67.3,83.0,4.13,79.0,91.3,4.1,1,5.7,0,1,Medium Risk
STU0813,76.5,57.4,7.7,92.8,20.4,0.0,0,7.9,0,0,Low Risk
STU0814,69.8,58.9,7.46,24.8,53.8,3.4,1,5.7,0,1,Medium Risk
STU0815,96.6,46.9,5.29,83.0,78.5,4.4,0,7.0,0,0,Low Risk
STU0816,78.4,54.6,5.13,69.7,65.6,6.3,3,10.5,0,1,Medium Risk
STU0817,58.8,82.6,4.26,45.5,70.6,4.2,2,8.5,0,1,Medium Risk
STU0818,59.6,66.0,5.23,79.3,90.2,5.3,1,8.4,0,1,Medium Risk
STU0819,77.4,43.5,5.23,61.3,74.3,1.7,2,7.1,0,1,Medium Risk
STU0820,87.4,55.4,7.41,30.4,80.9,2.0,1,7.6,2,1,Medium Risk
STU0821,69.7,50.9,7.75,30.2,92.5,1.7,1,9.4,0,1,Medium Risk
STU0822,50.3,34.6,8.12,65.4,19.5,4.1,4,5.0,1,1,Medium Risk
STU0823,29.6,71.1,4.81,82.2,35.1,1.7,0,3.4,1,1,Medium Risk
STU0824,85.9,38.5,6.49,22.7,34.7,3.2,0,6.0,0,2,High Risk
STU0825,31.2,55.4,6.21,41.2,84.1,0.8,1,4.4,0,1,Medium Risk
STU0826,78.8,16.7,5.76,63.8,35.2,4.1,4,7.1,1,2,High Risk
STU0827,59.7,29.0,4.2,64.4,93.2,0.6,2,7.6,2,2,High Risk
STU0828,42.6,68.7,7.07,87.1,41.1,4.2,3,8.6,2,1,Medium Risk
STU0829,66.4,76.1,6.96,55.8,87.6,2.3,2,4.9,2,1,Medium Risk
STU0830,78.3,53.0,6.16,89.8,91.1,3.5,4,9.1,1,1,Medium Risk
STU0831,72.1,41.4,7.53,57.5,98.4,2.2,0,4.4,1,1,Medium Risk
STU0832,83.2,72.4,7.68,85.6,89.1,3.2,0,8.9,0,0,Low Risk
STU0833,58.8,56.3,7.39,94.0,95.7,2.0,1,7.5,1,1,Medium Risk
STU0834,85.5,19.6,6.0,65.5,61.8,0.3,1,5.9,0,1,Medium Risk
STU0835,59.5,79.8,7.85,29.0,92.8,0.0,1,6.2,0,1,Medium Risk
STU0836,64.5,50.5,6.42,71.2,86.3,3.5,0,4.9,0,1,Medium Risk
STU0837,64.8,38.8,2.55,62.5,73.5,0.0,1,6.4,0,1,Medium Risk
STU0838,53.0,82.4,9.0,56.8,67.5,1.4,1,7.0,1,0,Low Risk
STU0839,89.1,70.7,4.85,63.5,20.5,1.7,1,6.5,1,1,Medium Risk
STU0840,66.2,47.2,8.69,61.1,69.0,4.4,1,5.5,0,0,Low Risk
STU0841,82.6,64.8,4.8,68.9,100.0,5.1,1,5.5,0,1,Medium Risk
STU0842,100.0,38.8,5.19,55.9,50.1,3.4,2,8.0,0,1,Medium Risk
STU0843,89.6,90.3,4.29,49.0,71.0,3.5,0,6.8,0,0,Low Risk
STU0844,46.3,41.7,7.75,83.5,61.0,2.7,1,5.5,0,1,Medium Risk
STU0845,42.2,42.9,5.64,42.4,97.8,5.1,2,7.6,0,1,Medium Risk
STU0846,49.3,77.5,3.86,65.4,64.7,0.9,1,5.2,0,1,Medium Risk
STU0847,68.3,32.9,6.05,86.0,86.1,6.0,3,5.3,0,1,Medium Risk
STU0848,88.2,60.6,5.91,54.4,94.4,2.1,1,4.6,0,1,Medium Risk
STU0849,39.2,38.1,7.73,89.9,55.4,4.6,3,7.1,1,2,High Risk
STU0850,82.4,77.4,7.36,65.1,93.0,2.3,0,5.0,0,0,Low Risk
STU0851,97.2,29.8,7.25,33.9,53.6,3.1,0,6.5,0,1,Medium Risk
STU0852,92.0,85.3,6.9,71.9,45.9,3.8,4,6.4,2,1,Medium Risk
STU0853,76.5,53.0,7.15,88.5,67.7,1.8,2,5.4,2,1,Medium Risk
STU0854,75.9,76.2,8.39,52.7,55.5,2.4,2,6.3,0,1,Medium Risk
STU0855,79.3,37.7,6.12,61.8,37.7,2.9,2,7.2,1,1,Medium Risk
STU0856,48.3,32.8,7.1,60.4,85.7,3.7,0,7.0,0,1,Medium Risk
STU0857,86.0,80.4,7.1,78.3,94.1,1.2,0,9.5,1,1,Medium Risk
STU0858,48.8,48.4,8.15,54.2,64.8,2.1,1,9.5,1,1,Medium Risk
STU0859,56.5,82.1,3.99,33.8,69.7,2.7,3,5.9,0,1,Medium Risk
STU0860,48.8,43.7,7.0,92.1,100.0,2.8,2,7.1,2,1,Medium Risk
STU0861,79.0,97.3,4.18,71.4,91.6,4.4,0,7.1,1,0,Low Risk
STU0862,76.6,75.9,6.0,54.3,97.1,2.8,4,7.3,0,1,Medium Risk
STU0863,78.8,37.3,9.11,90.7,85.4,0.7,2,7.3,1,1,Medium Risk
STU0864,62.3,84.7,7.79,85.7,92.7,2.4,2,4.0,0,0,Low Risk
STU0865,58.6,28.6,6.49,95.9,37.4,4.5,1,9.7,1,1,Medium Risk
STU0866,71.7,42.9,5.51,79.4,71.6,1.5,3,5.6,0,1,Medium Risk
STU0867,84.9,76.7,8.72,90.5,84.9,3.0,0,8.3,0,0,Low Risk
STU0868,62.7,59.7,6.53,40.3,83.6,2.6,2,6.1,1,1,Medium Risk
STU0869,63.4,77.8,8.96,53.5,100.0,3.6,0,4.0,0,0,Low Risk
STU0870,90.3,67.4,6.6,76.8,74.8,4.9,1,7.8,0,0,Low Risk
STU0871,75.0,57.4,9.23,42.9,88.2,1.5,3,6.4,0,1,Medium Risk
STU0872,49.4,50.7,1.74,81.1,53.3,3.0,0,3.4,0,1,Medium Risk
STU0873,77.6,43.3,9.23,80.7,92.5,4.6,1,6.7,1,1,Medium Risk
STU0874,60.3,83.4,6.52,77.3,100.0,1.6,0,6.2,1,1,Medium Risk
STU0875,65.2,43.9,7.44,72.8,75.3,4.6,1,7.7,0,1,Medium Risk
STU0876,70.2,42.4,6.88,21.2,42.2,2.4,5,8.6,0,2,High Risk
STU0877,41.2,70.3,8.1,51.1,93.2,3.4,0,8.1,1,1,Medium Risk
STU0878,90.0,83.3,4.68,71.5,79.8,4.5,4,8.8,0,1,Medium Risk
STU0879,33.9,75.3,5.5,100.0,88.8,4.1,1,4.1,0,1,Medium Risk
STU0880,100.0,78.8,3.79,72.4,95.8,1.8,4,6.1,1,1,Medium Risk
STU0881,60.8,55.1,6.98,34.6,100.0,5.3,1,7.7,0,1,Medium Risk
STU0882,81.2,36.7,7.53,66.8,9.5,5.2,1,5.2,0,1,Medium Risk
STU0883,68.6,53.6,6.58,57.0,90.7,2.8,3,6.4,0,1,Medium Risk
STU0884,70.9,25.3,8.0,100.0,92.1,0.4,1,8.7,1,0,Low Risk
STU0885,65.6,78.2,4.65,81.7,87.6,2.1,1,6.2,0,1,Medium Risk
STU0886,82.0,81.4,8.15,52.1,86.4,3.4,4,4.3,0,1,Medium Risk
STU0887,76.8,52.2,5.38,81.8,69.3,0.5,3,7.9,0,0,Low Risk
STU0888,83.4,37.5,4.07,84.3,76.1,2.3,2,7.3,1,1,Medium Risk
STU0889,80.8,89.2,8.67,73.2,74.5,2.9,1,7.4,0,0,Low Risk
STU0890,51.8,86.9,7.08,55.3,79.3,3.1,1,6.5,0,1,Medium Risk
STU0891,86.5,25.2,7.03,79.4,85.0,3.2,0,7.4,1,1,Medium Risk
STU0892,79.1,63.8,6.03,84.3,86.5,1.3,5,4.3,2,1,Medium Risk
STU0893,43.7,32.7,6.92,79.6,93.5,2.0,0,6.7,1,1,Medium Risk
STU0894,77.5,74.4,3.96,85.2,92.0,2.5,5,7.3,1,1,Medium Risk
STU0895,81.3,35.3,9.87,87.3,98.2,3.1,0,8.2,0,1,Medium Risk
STU0896,91.5,72.8,6.86,30.4,80.1,2.7,4,6.2,0,1,Medium Risk
STU0897,75.2,73.1,6.71,70.4,85.0,3.7,1,6.4,0,1,Medium Risk
STU0898,9.6,55.5,8.45,93.1,95.9,3.1,1,5.1,0,1,Medium Risk
STU0899,69.7,53.7,4.38,53.4,86.6,3.0,0,6.6,0,1,Medium Risk
STU0900,41.9,42.0,8.24,84.6,56.5,1.0,0,5.5,2,1,Medium Risk
STU0901,54.4,86.1,5.65,51.3,57.3,2.8,4,7.6,4,1,Medium Risk
STU0902,35.8,67.9,6.34,86.1,91.3,2.1,0,7.1,0,1,Medium Risk
STU0903,57.5,87.9,9.0,63.1,93.2,3.6,0,7.4,0,1,Medium Risk
STU0904,43.2,82.0,6.02,59.3,40.8,1.6,0,3.0,0,1,Medium Risk
STU0905,18.0,56.9,9.21,46.7,66.5,1.6,0,6.2,2,1,Medium Risk
STU0906,52.7,14.5,7.82,90.7,86.1,3.5,0,6.7,0,1,Medium Risk
STU0907,57.1,42.8,8.09,79.1,86.9,3.3,1,8.7,0,1,Medium Risk
STU0908,52.7,82.1,6.61,72.0,66.5,1.2,3,7.7,0,1,Medium Risk
STU0909,38.0,77.8,7.96,76.2,87.1,3.0,3,8.1,0,1,Medium Risk
STU0910,41.1,87.6,7.11,63.0,68.7,1.4,2,7.3,0,1,Medium Risk
